stage,component,recipient,eur,status
2 suppliers,Foreign income from Cypriot suppliers (J61),DE,7.293200191293225e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),DK,1.7150010300283174e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),EL,0.0004167452502968811,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),ES,1.114750669518406e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),FI,3.4300020600566348e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),FR,6.8600041201132696e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),HU,8.575005150141587e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),IE,2.5725015450424757e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),IT,1.114750669518406e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),JP,8.575005150141587e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),LV,8.575005150141587e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),NL,3.4300020600566348e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),OFFSHO,0.008135480592302739,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),PT,1.7150010300283174e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),RU,4.459002678073624e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),SE,1.7150010300283174e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),SK,2.5725015450424757e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),UK,3.51575211155805e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),US,1.114750669518406e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),WORLD_UNALLOCATED,0.004816452122616411,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J61),ZA,8.575005150141587e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),AT,1.1056487397373365e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),AU,3.1589963992495337e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),BE,2.3692472994371497e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),BR,1.5794981996247669e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),CA,3.1589963992495337e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),CH,1.89539783954972e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),CONFIDENTIAL_PARTNERS,0.05260293478849535,illustrative
2 suppliers,Cyprus suppliers' value added (J62-63),CY,0.4797166188110058,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),CZ,6.317992798499067e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),DE,1.4457359053163016e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),DK,3.1589963992495337e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),EL,0.0007676361250176367,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),ES,2.0533476595121964e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),FI,6.317992798499067e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),FR,1.2635985596998135e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),HU,1.5794981996247669e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),IE,4.7384945988743e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),IT,2.0533476595121964e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),JP,1.5794981996247669e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),LV,1.5794981996247669e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),NL,6.317992798499067e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),OFFSHO,0.021436273752124143,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),PT,3.1589963992495337e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),RU,8.213390638048786e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),SE,3.1589963992495337e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),SK,4.7384945988743e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),UK,6.475942618461542e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),US,2.0533476595121964e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),WORLD_UNALLOCATED,0.013796602045150206,illustrative
2 suppliers,Foreign income from Cypriot suppliers (J62-63),ZA,1.5794981996247669e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),AT,5.808028082659634e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),AU,7.326134188267708e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),BE,1.2445774462842071e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),BR,8.297182975228049e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),CA,1.6594365950456098e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),CH,9.95661957027366e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),CONFIDENTIAL_PARTNERS,0.0027840589132865795,illustrative
2 suppliers,Cyprus suppliers' value added (K64),CY,0.01821970753695429,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),CZ,3.3188731900912197e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),DE,5.808028082659634e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),DK,1.6594365950456098e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),EL,0.0012744961411010503,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),ES,1.0786337867796463e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),FI,3.3188731900912197e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),FR,6.637746380182439e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),HU,8.297182975228049e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),IE,2.489154892568415e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),IT,1.0786337867796463e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),JP,8.297182975228049e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),LV,8.297182975228049e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),NL,3.3188731900912197e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),OFFSHO,0.0011348592972816095,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),PT,1.6594365950456098e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),RU,0.00025004649988011974,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),SE,1.6594365950456098e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),SK,2.489154892568415e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),UK,3.4018450198434997e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),US,1.0786337867796463e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K64),ZA,8.297182975228049e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),AT,4.7426701717497084e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),AU,5.986770219129313e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),BE,1.0162864653749376e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),BR,6.7752431024995835e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),CA,1.3550486204999167e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),CH,8.1302917229995e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),CONFIDENTIAL_PARTNERS,0.00022750188894863813,illustrative
2 suppliers,Cyprus suppliers' value added (K65),CY,0.001665487187054207,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),CZ,2.7100972409998334e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),DE,4.7426701717497084e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),DK,1.3550486204999167e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),EL,0.00010414699042411676,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),ES,8.807816033249457e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),FI,2.7100972409998334e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),FR,5.420194481999667e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),HU,6.7752431024995835e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),IE,2.032572930749875e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),IT,8.807816033249457e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),JP,6.7752431024995835e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),LV,6.7752431024995835e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),NL,2.7100972409998334e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),OFFSHO,9.273858701635944e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),PT,1.3550486204999167e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),RU,2.0433070889228853e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),SE,1.3550486204999167e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),SK,2.032572930749875e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),UK,2.7778496720248286e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),US,8.807816033249457e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K65),ZA,6.7752431024995835e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),AT,1.2995877495715866e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),AU,1.8753646985501374e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),BE,2.7848308919391134e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),BR,1.8565539279594093e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),CA,3.7131078559188186e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),CH,2.227864713551291e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),CONFIDENTIAL_PARTNERS,7.095822241584542e-06,illustrative
2 suppliers,Cyprus suppliers' value added (K66),CY,4.207582659965428e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),CZ,7.426215711837637e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),DE,1.2995877495715866e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),DK,3.7131078559188186e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),EL,3.2503996512392063e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),ES,2.413520106347232e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),FI,7.426215711837637e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),FR,1.4852431423675275e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),HU,1.8565539279594093e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),IE,5.569661783878227e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),IT,2.413520106347232e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),JP,1.8565539279594093e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),LV,1.8565539279594093e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),NL,7.426215711837637e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),OFFSHO,2.9058754184307637e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),PT,3.7131078559188186e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),RU,6.388655408687812e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),SE,3.7131078559188186e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),SK,5.569661783878227e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),UK,7.611871104633579e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),US,2.413520106347232e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (K66),ZA,1.8565539279594093e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),AT,2.8725379871126574e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),AU,8.207251391750449e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),BE,6.155438543812836e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),BR,4.1036256958752245e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),CA,8.207251391750449e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),CH,4.924350835050269e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),CONFIDENTIAL_PARTNERS,0.0009497757966396936,illustrative
2 suppliers,Cyprus suppliers' value added (L68B),CY,0.13264373492699993,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),CZ,1.6414502783500898e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),DE,2.8725379871126574e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),DK,8.207251391750449e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),EL,1.9943620881953593e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),ES,5.334713404637791e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),FI,1.6414502783500898e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),FR,3.2829005567001796e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),HU,4.1036256958752245e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),IE,1.2310877087625673e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),IT,5.334713404637791e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),JP,4.1036256958752245e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),LV,4.1036256958752245e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),NL,1.6414502783500898e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),PT,8.207251391750449e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),RU,2.1338853618551164e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),SE,8.207251391750449e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),SK,1.2310877087625673e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),UK,1.6824865353088417e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),US,5.334713404637791e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),WORLD_UNALLOCATED,0.0014555152101708715,illustrative
2 suppliers,Foreign income from Cypriot suppliers (L68B),ZA,4.1036256958752245e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (M69-70),AT,2.2561140768531033e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (M69-70),AU,6.446040219580295e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (M69-70),BE,4.834530164685221e-06,illustrative
